EmployeeKey,ParentEmployeeKey,EmpNatIDAltKey,ParentEmpNatIDAltKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status,EmployeePhoto
262,111,163347032,NULL,11,Olinda,Turner,C,0,Production Technician - WC20,2009-10-02,1969-11-02,adventure-works\olinda0,olinda0@adventure-works.com,306-555-0186,S,Olinda Turner,306-555-0186,0,F,1,14.0000,3,21,1,0,Production,2009-10-02,NULL,Current,0xFFD8FFE00010xBAF0CE90888
263,51,28414965,NULL,11,Stuart,Macrae,J,0,Janitor,2009-10-03,1971-07-17,adventure-works\stuart1,stuart1@adventure-works.com,539-555-0149,M,Stuart Macrae,539-555-0149,0,M,1,9.2500,88,64,1,0,Facilities and Maintenance,2009-10-03,NULL,Current,0xFFD8FFE00010x1523ED633A4
264,51,153479919,NULL,11,Jo,Berry,L,0,Janitor,2009-10-05,1953-11-22,adventure-works\jo1,jo1@adventure-works.com,228-555-0159,M,Jo Berry,228-555-0159,0,F,1,9.2500,91,65,1,0,Facilities and Maintenance,2009-10-05,NULL,Current,0xFFD8FFE00010x1A0F86349D1
265,278,20269531,NULL,11,Ben,Miller,T,0,Buyer,2009-10-07,1973-01-01,adventure-works\ben0,ben0@adventure-works.com,151-555-0113,M,Ben Miller,151-555-0113,0,M,2,18.2692,55,47,1,0,Purchasing,2009-10-07,NULL,Current,0xFFD8FFE00010x7CAC982C48C
266,66,826454897,NULL,11,Tom,Vande Velde,M,0,Production Technician - WC10,2009-10-08,1986-05-01,adventure-works\tom0,tom0@adventure-works.com,295-555-0161,M,Tom Vande Velde,295-555-0161,0,M,1,13.4500,98,69,1,0,Production,2009-10-08,NULL,Current,0xFFD8FFE00010x633C726BB28
267,3,974026903,NULL,11,Ovidiu,Cracium,V,0,Senior Tool Designer,2010-07-05,1977-08-17,adventure-works\ovidiu0,ovidiu0@adventure-works.com,719-555-0181,S,Ovidiu Cracium,719-555-0181,0,M,2,28.8462,7,23,1,0,Tool Design,2010-07-05,NULL,Current,0xFFD8FFE00010xEC744B0325C
268,278,437296311,NULL,11,Annette,Hill,L,0,Purchasing Assistant,2010-07-06,1977-08-29,adventure-works\annette0,annette0@adventure-works.com,125-555-0196,M,Annette Hill,125-555-0196,0,F,2,12.7500,50,45,1,0,Purchasing,2010-07-06,NULL,Current,0xFFD8FFE00010xA403FDD0171
269,267,486228782,NULL,11,Janice,Galvin,M,0,Tool Designer,2010-07-23,1988-12-26,adventure-works\janice0,janice0@adventure-works.com,473-555-0117,M,Janice Galvin,473-555-0117,0,F,2,25.0000,8,24,1,0,Tool Design,2010-07-23,NULL,Current,0xFFD8FFE00010x875A4DCDDE4
270,278,280633567,NULL,11,Reinout,Hillmann,N,0,Purchasing Assistant,2010-07-25,1977-08-17,adventure-works\reinout0,reinout0@adventure-works.com,370-555-0163,M,Reinout Hillmann,370-555-0163,0,M,2,12.7500,51,45,1,0,Purchasing,2010-07-25,NULL,Current,0xFFD8FFE00010x828A28A0028
271,3,42487730,NULL,11,Michael,Sullivan,I,0,Senior Design Engineer,2010-07-30,1979-01-14,adventure-works\michael8,michael8@adventure-works.com,465-555-0156,S,Michael Sullivan,465-555-0156,1,M,2,36.0577,3,21,1,0,Engineering,2010-07-30,NULL,Current,0xFFD8FFE00010xA76C9E1D9A5
272,277,502097814,NULL,11,Stephen,Jiang,Y,0,North American Sales Manager,2010-08-04,1951-05-17,adventure-works\stephen0,stephen0@adventure-works.com,238-555-0197,M,Stephen Jiang,238-555-0197,1,M,2,48.1010,14,27,1,1,Sales,2010-08-04,NULL,Current,0xFFD8FFE00010xD5F259CAED7
273,7,323403273,NULL,11,Wanida,Benshoof,M,0,Marketing Assistant,2010-08-07,1974-10-15,adventure-works\wanida0,wanida0@adventure-works.com,708-555-0141,M,Wanida Benshoof,708-555-0141,0,F,2,13.4615,41,40,1,0,Marketing,2010-08-07,NULL,Current,0xFFD8FFE00010x47FB447C08B
274,3,56920285,NULL,11,Sharon,Salavaria,B,0,Design Engineer,2010-08-18,1960-11-30,adventure-works\sharon0,sharon0@adventure-works.com,970-555-0138,M,Sharon Salavaria,970-555-0138,1,F,2,32.6923,4,22,1,0,Engineering,2010-08-18,NULL,Current,0xFFD8FFE00010xF4F714EDC07
275,7,222969461,NULL,11,John,Wood,L,0,Marketing Specialist,2010-09-07,1977-10-04,adventure-works\john5,john5@adventure-works.com,486-555-0150,S,John Wood,486-555-0150,0,M,2,14.4231,48,44,1,0,Marketing,2010-09-07,NULL,Current,0xFFD8FFE00010x3E3A4D72DED
276,7,52541318,NULL,11,Mary,Dempsey,A,0,Marketing Assistant,2010-09-14,1977-08-29,adventure-works\mary2,mary2@adventure-works.com,124-555-0114,S,Mary Dempsey,124-555-0114,0,F,2,13.4615,43,41,1,0,Marketing,2010-09-14,NULL,Current,0xFFD8FFE00010xD490AFD4FB7
277,112,112432117,NULL,11,Brian,Welcker,S,0,Vice President of Sales,2010-09-15,1977-01-04,adventure-works\brian3,brian3@adventure-works.com,716-555-0127,S,Brian Welcker,716-555-0127,1,M,2,72.1154,10,25,1,0,Sales,2010-09-15,NULL,Current,0xFFD8FFE00010xA28A0028A28
278,73,895209680,NULL,11,Sheela,Word,H,0,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30.0000,49,44,1,0,Purchasing,2010-09-25,2011-02-27,NULL,0xFFD8FFE00010x173F952E8FA
279,73,895209680,NULL,11,Sheela,Word,H,0,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30.0000,49,44,1,0,Purchasing,2011-02-28,2012-02-12,NULL,0xFFD8FFE00010x173F952E8FA
280,73,895209680,NULL,11,Sheela,Word,H,0,Purchasing Manager,2010-09-25,1977-09-10,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30.0000,49,44,1,0,Purchasing,2012-02-13,NULL,Current,0xFFD8FFE00010x173F952E8FA
281,272,841560125,NULL,2,Michael,Blythe,G,0,Sales Representative,2010-12-29,1968-07-25,adventure-works\michael9,michael9@adventure-works.com,257-555-0154,S,Michael Blythe,257-555-0154,1,M,2,23.0769,38,39,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010x7A67A8F95FE
282,272,191644724,NULL,4,Linda,Mitchell,C,0,Sales Representative,2010-12-29,1979-09-27,adventure-works\linda3,linda3@adventure-works.com,883-555-0116,M,Linda Mitchell,883-555-0116,1,F,2,23.0769,27,33,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xA6BAA348686
283,272,615389812,NULL,3,Jillian,Carson,NULL,0,Sales Representative,2010-12-29,1962-03-29,adventure-works\jillian0,jillian0@adventure-works.com,517-555-0117,S,Jillian Carson,517-555-0117,1,F,2,23.0769,24,32,1,1,Sales,2010-12-29,NULL,Current,0x89504E470D00x7A5E9941635
284,272,234474252,NULL,6,Garrett,Vargas,R,0,Sales Representative,2010-12-29,1974-09-04,adventure-works\garrett1,garrett1@adventure-works.com,922-555-0165,M,Garrett Vargas,922-555-0165,1,M,2,23.0769,33,36,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xCBC4DA5C9A0
285,272,716374314,NULL,5,Tsvi,Reiter,Michael,0,Sales Representative,2010-12-29,1973-08-18,adventure-works\tsvi0,tsvi0@adventure-works.com,664-555-0112,M,Tsvi Reiter,664-555-0112,1,M,2,23.0769,29,34,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xC01C7F4CD6B
286,272,61161660,NULL,1,Pamela,Ansman-Wolfe,O,0,Sales Representative,2010-12-29,1974-07-06,adventure-works\pamela0,pamela0@adventure-works.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,1,F,2,23.0769,22,31,1,1,Sales,2010-12-29,NULL,Current,0x89504E470D00x9670CEF0C04
287,272,139397894,NULL,4,Shu,Ito,K,0,Sales Representative,2010-12-29,1943-10-08,adventure-works\shu0,shu0@adventure-works.com,330-555-0120,M,Shu Ito,330-555-0120,1,M,2,23.0769,26,33,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xDEFE4991CC7
288,272,399771412,NULL,6,Jos‚,Saraiva,Edvaldo,0,Sales Representative,2010-12-29,1939-07-11,adventure-works\jos‚1,jos‚1@adventure-works.com,185-555-0169,M,Jos‚ Saraiva,185-555-0169,1,M,2,23.0769,31,35,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xA7A88B38958
289,272,987554265,NULL,1,David,Campbell,R,0,Sales Representative,2010-12-29,1973-09-11,adventure-works\david8,david8@adventure-works.com,740-555-0182,S,David Campbell,740-555-0182,1,M,2,23.0769,23,31,1,1,Sales,2010-12-29,NULL,Current,0xFFD8FFE00010xC60ACABD784
290,277,982310417,NULL,11,Amy,Alberts,E,0,European Sales Manager,2011-11-15,1957-04-20,adventure-works\amy0,amy0@adventure-works.com,775-555-0164,M,Amy Alberts,775-555-0164,1,F,2,48.1010,21,30,1,1,Sales,2011-11-15,NULL,Current,0xFFD8FFE00010xC7C8C9CAD2D
291,290,668991357,NULL,10,Jae,Pak,B,0,Sales Representative,2011-12-29,1967-10-16,adventure-works\jae0,jae0@adventure-works.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,1,F,2,23.0769,37,38,1,1,Sales,2011-12-29,NULL,Current,0xFFD8FFE00010xC2C21CEA28E
292,290,134219713,NULL,7,Ranjit,Varkey Chudukatil,R,0,Sales Representative,2011-12-29,1975-04-30,adventure-works\ranjit0,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,1,M,2,23.0769,34,37,1,1,Sales,2011-12-29,NULL,Current,0xFFD8FFE00010xC72DD3B57A7
293,272,90836195,NULL,1,Tete,Mensa-Annan,A,0,Sales Representative,2012-04-30,1977-08-05,adventure-works\tete0,tete0@adventure-works.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,1,M,2,23.0769,39,39,1,1,Sales,2012-04-30,NULL,Current,0xFFD8FFE00010x1D6A7619247
294,277,481044938,NULL,11,Syed,Abbas,E,0,Pacific Sales Manager,2012-10-12,1974-08-11,adventure-works\syed0,syed0@adventure-works.com,926-555-0182,M,Syed Abbas,926-555-0182,1,M,2,48.1010,20,30,1,1,Sales,2012-10-12,NULL,Current,0xFFD8FFE00010x39040AED74C
295,290,954276278,NULL,8,Rachel,Valdez,B,0,Sales Representative,2012-12-28,1975-02-06,adventure-works\rachel0,rachel0@adventure-works.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,1,F,2,23.0769,35,37,1,1,Sales,2012-12-28,NULL,Current,0xFFD8FFE00010x5CEE4D2567A
296,294,758596752,NULL,9,Lynn,Tsoflias,N,0,Sales Representative,2012-12-28,1970-10-16,adventure-works\lynn0,lynn0@adventure-works.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,1,F,2,23.0769,36,38,1,1,Sales,2012-12-28,NULL,Current,0x89504E470D00xDF7D0C50003
